backCamImage,frontCamImage,numberFrontCam,numberBackCam,vehicleNumberUser,vehicleTypeUser,vehicleRfid,metroText,serial,numberFrontCam1
143,2023-07-17/e1035929-9d38-4650-b73f-553338417394_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 0A 13 0E 59 00 01 ,,,-1
144,2023-07-17/5e89a271-165f-47cc-8451-e3857bf7c616_f.jpg,,-1,1,4 Wheelers,42 52 54 41 FF 02 19 34 01 A6 00 01 ,,,
145,2023-07-17/8db4bcb6-e73c-4b93-bfe3-c2ec3c3bdb91_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 0D 0D E4 00 01 ,,,-1
146,2023-07-17/064a6d23-6e8a-46ce-95a7-22a246faae03_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 13 17 80 00 01 ,,,-1
147,2023-07-17/60520710-842b-47dd-95fa-91d56cb5db3f_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 43 13 0B 08 BA 00 01 ,,,-1
148,2023-07-17/6eea6e2a-ed8e-46eb-b3d2-dfd93ca93340_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 06 0B 1E AB 00 01 ,,,-1
149,2023-07-17/e4c2a562-9e28-4bfc-998e-18e095d02c1f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 15 1E 8B 00 01 ,,,-1
150,2023-07-17/da582df8-123d-4268-95eb-1130c58235be_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 14 0B 13 B5 00 01 ,,,-1
151,2023-07-17/30b83a71-0dd3-4fed-b33e-a10a31335c9b_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 02 13 35 0F 58 00 01 ,,,-1
152,2023-07-17/60f39ddd-5b21-4d7c-9f97-7515f72830fb_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 13 0B 0C 2C 00 01 ,,,-1
153,2023-07-17/fbd1be9d-1a23-4e4e-bb8b-45b139644f8a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 13 24 17 00 01 ,,,-1
154,2023-07-17/fa44e466-5aa5-42a1-8be8-625ef3f26979_f.jpg,$-98'৯!,-1,NULL,NULL,42 52 54 41 FF 02 0F 20 01 A3 00 01 ,,,$-98'৯!
155,2023-07-17/23e7e3c2-c917-4bd7-ac0d-7ea2e83d9f6b_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 50 13 0B 04 70 80 01 ,,,-1
156,2023-07-17/cc3d5070-b690-43f1-989d-690b86d8e47e_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 50 14 0D 0D 28 00 01 ,,,-1
157,2023-07-17/5f2fa7cc-c1e6-4468-ae98-efa1892a9202_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 16 04 AE 00 01 ,,,
158,2023-07-17/e8228256-1bb8-4b86-ab1c-98c5adfa4797_f.jpg,-1,-1,1,Motorcycle,34 16 1F A8 20 32 89 72 2C 9B F1 00 ,,,-1
159,2023-07-17/6802628d-a441-4c8e-9a5e-79985af392e1_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 15 25 53 00 01 ,,,-1
160,2023-07-17/bb8704ed-4958-4865-bed2-7f6c20362a8c_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 0F 19 F5 00 01 ,,,-1
161,2023-07-17/53b36341-1333-440f-9ac8-4910c4c94a4d_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 18 1F BF 00 01 ,,,-1
162,2023-07-17/6a2ab3cd-23a7-48b6-8919-dfce532caf7b_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 08 0B 02 AD 00 01 ,,,-1
163,2023-07-17/b3d83938-2479-4b1f-865a-149753ad9ffc_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 0F DD 00 01 ,,,-1
164,2023-07-17/475a2a1c-f8c0-419c-82b8-0973cdce9391_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 11 BB 00 03 ,,,-1
165,2023-07-17/9c9d44bd-88a2-4c51-8ed3-b3cb3545b5b2_f.jpg,৩৭-৮১৮৩,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 11 BB 00 03 ,,,৩৭-৮১৮৩
166,2023-07-17/5f65ec0b-245c-435c-b36e-6552039f3c6d_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 24 06 9F 00 01 ,,,
167,2023-07-17/0305b0f3-a353-4983-b4d3-f7f02cc82c8c_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 11 23 A3 00 01 ,,,-1
168,2023-07-17/46d628f3-8314-4965-8812-81132dbaa564_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 13 33 0F 0D 00 01 ,,,-1
169,2023-07-17/4a7783a5-43ea-4e2c-b17f-4f171b38ac51_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 16 08 00 01 ,,,-1
170,2023-07-17/d4cfb4af-ba53-48f0-b033-f67e7d6dcd98_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 22 14 0B 1C 22 00 01 ,,,-1
171,2023-07-17/488febb9-5ef1-48d9-86bf-206513f841c0_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 0C 06 63 00 01 ,,,-1
172,2023-07-17/4976ed3f-c948-43db-847f-1d417718e7e0_f.jpg,-1,-1,1,Mini Truck,33 16 1F AB C6 02 04 00 00 2A E0 D7 ,,,-1
173,2023-07-17/c4b1ff60-ef48-4207-b51d-76a38aba7e35_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 17 02 83 00 01 ,,,-1
174,2023-07-17/03b4685e-2046-43b6-90c8-589472389ffb_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 15 00 40 00 01 ,,,-1
175,2023-07-17/e3cba177-7c7f-4e32-8516-c91564b7625d_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 24 13 0B 0C 57 00 01 ,,,-1
176,2023-07-17/70880a55-e863-499b-9ef8-0330d6b04c1b_f.jpg,-1,-1,1,Mini Truck,E2 00 40 59 23 01 01 69 06 50 E5 60 ,,,-1
177,2023-07-17/67700f32-f014-492c-938a-586ad83afd7f_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 17 07 BC 00 01 ,,,-1
178,2023-07-17/40356ed6-36b2-4f2c-aee0-85e79f8856e9_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 2A 17 AE 00 01 ,,,
179,2023-07-17/f7a100f1-efdf-42b6-a954-827f6e4b2ffa_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 09 12 23 EB 00 01 ,,,-1
180,2023-07-17/dc1b01d6-3382-4868-b5b0-f4e53615296a_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 13 1F 30 00 01 ,,,-1
181,2023-07-17/1170e766-0f6c-48cc-b465-7a6729250881_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 38 0A E9 00 02 ,,,-1
182,2023-07-17/c36d0e73-d756-493f-8d64-9ed89e5a2cde_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0F 23 02 DE 00 01 ,,,-1
183,2023-07-17/4ebed361-7568-41bf-89af-0376e875b1c1_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 07 47 12 31 00 01 ,,,-1
184,2023-07-17/d47c4cfd-8950-402a-a9f9-29d2833eb753_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 07 47 10 0A 00 01 ,,,-1
185,2023-07-17/2879240d-f8f0-4f2d-9f4a-43e93158627e_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 07 47 10 0A 00 01 ,,,-1
186,2023-07-17/30950b29-8afe-426b-a141-44a6c1ef308f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 24 14 0B 08 61 00 01 ,,,-1
187,2023-07-17/5898f9fe-0f86-453f-9d73-b695509b88ab_f.jpg,১৪৮৭২১,-1,18721,Big Bus,42 52 54 41 FF 02 0A 0D 13 ED 00 01 ,,,১৪৮৭২১
188,2023-07-17/e55c50c1-b5d3-4f56-85b4-491a1fec8523_f.jpg,48>492),-1,NULL,NULL,42 52 54 41 FF 02 19 10 0A 72 00 01 ,,,48>492)
189,2023-07-17/a2c96ed0-3f44-40a9-9743-aadae595e700_f.jpg,,-1,1,Microbus,42 52 54 41 FF 02 0C 0B 26 B9 00 01 ,,,
190,2023-07-17/4aba51d8-5d83-48dc-9c42-ad3b6ba3c1dc_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 16 EB 00 01 ,,,-1
191,2023-07-17/995b867b-9b1e-43d7-898f-b0c39b85b6f4_f.jpg,,-1,NULL,NULL,42 52 54 41 FF 02 19 10 0A C7 00 01 ,,,
192,2023-07-17/ac5541d5-0887-4de8-bd49-b39976e34cad_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 02 0B 0B 10 EA 00 01 ,,,-1
193,2023-07-17/aff71612-37ad-4c1e-adc7-e565f9c740b1_f.jpg,,-1,1,Others,42 52 54 41 FF 02 0A 15 12 00 00 01 ,,,
194,2023-07-17/d541c0c4-0d83-4774-aad9-ef6ffada7201_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 22 13 0B 03 31 00 01 ,,,-1
195,2023-07-17/cb8bd38e-1441-4215-8cf0-ebece1287f61_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 09 12 25 35 00 01 ,,,-1
196,2023-07-17/1c0b7eb2-d61e-41fc-85d2-80f517176123_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 0F BA 00 01 ,,,-1
197,2023-07-17/2dc93825-391b-4386-b4da-99f2789a551d_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 08 0A 0B 3C BD 00 01 ,,,-1
198,2023-07-17/b4e49ee6-3447-4a07-9ad4-69cef79bbde7_f.jpg,-1,-1,NULL,NULL,30 35 34 CE E0 04 BB 00 B2 D0 80 3A ,,,-1
199,2023-07-17/ae8e47b8-0fbf-43f7-b4f5-f599e96eb225_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 07 47 11 5C 00 01 ,,,-1
200,2023-07-17/a82ae97d-f9c6-41a9-8db7-09a6e5cb4c74_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 0A 0B 04 B1 00 01 ,,,-1
201,2023-07-17/eed600dd-42d9-424a-963f-8a59205a3177_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 14 12 25 00 01 ,,,-1
202,2023-07-17/84ff2655-6f0a-4a03-bd62-3630b137203b_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 05 0B 0A 34 00 01 ,,,-1
203,2023-07-17/238702d0-0b75-4fa7-a616-82c553d389a8_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0C 0B 21 9C 00 01 ,,,-1
204,2023-07-17/3c1fc4a6-df08-4b6a-b4ae-36e72e2ec223_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 08 19 0B 08 78 00 01 ,,,-1
205,2023-07-17/3d3a7412-2ead-4dd0-9747-2770b17b4e1c_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 43 0A 0B 05 C1 00 01 ,,,-1
206,2023-07-17/e564aaa9-cc12-4089-a4d7-e2412215e417_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 14 1F FD 00 01 ,,,-1
207,2023-07-17/66592b9e-7c86-4ff4-9cb6-866eef9091ae_f.jpg,"""$-43$0",-1,430,Sedan Car,42 52 54 41 FF 03 13 0D 26 11 00 01 ,,,"""$-43$0"
208,2023-07-17/ec4edbb7-57b3-435e-ae8e-199e70cc321e_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 14 12 35 00 01 ,,,-1
209,2023-07-17/3db67688-0d5c-4310-ad96-c1ea77c4dabc_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 15 11 F7 00 01 ,,,-1
210,2023-07-17/d3f7b085-31c1-470e-97a6-5d8b874a450c_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 11 1B 4E 00 01 ,,,-1
211,2023-07-17/413fa922-8b01-4889-8e10-8f2516032715_f.jpg,-1,-1,1,Sedan Car,42 52 54 41 FF 02 0F 2D 26 F0 00 01 ,,,-1
212,2023-07-17/90fdee7d-1cfd-423c-b5c9-9a683e8535cc_f.jpg,,-1,1,Heavy Truck,42 52 54 41 FF 02 09 18 15 F4 00 01 ,,,
213,2023-07-17/2d50d34b-cfca-4f3d-8d30-63499e50c0d6_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 02 1E 0F 21 7D 00 01 ,,,-1
214,2023-07-17/cc49942e-cddc-4557-81fd-6242a8375b50_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 17 13 0B 03 5C 00 01 ,,,-1
215,2023-07-17/bfb88081-9805-492e-a48b-83cea575b01e_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 17 0A 3B 00 01 ,,,-1
216,2023-07-17/3c4f6d54-20e3-439c-a40d-aba1d2459f4f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1E 0F 17 63 00 01 ,,,-1
217,2023-07-17/62935a19-051c-4c28-8654-4eb890bea264_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 37 14 0C 06 F1 00 01 ,,,-1
218,2023-07-17/dc7bbbc1-1f6a-4351-b18c-9d65a345b7c4_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 14 09 5A 00 01 ,,,-1
219,2023-07-17/4d05ce21-de57-497c-9347-aaede0431f3a_f.jpg,-1,-1,1,Microbus,43 52 54 41 FF 02 1A 11 10 37 00 01 ,,,-1
220,2023-07-17/404c8cbe-c976-48e0-b31e-60f29bd82452_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 0F 1F 05 00 01 ,,,-1
221,2023-07-17/da74c7f3-1140-4af3-8011-ea0b29c41335_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 43 0C 0B 01 D8 00 01 ,,,-1
222,2023-07-17/3092672c-0868-441f-8f59-6ee6e709d893_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 17 23 0F 00 01 ,,,
223,2023-07-17/275b6594-4b1b-471d-9600-bbf57c915dc1_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 36 09 0B 06 46 00 01 ,,,-1
224,2023-07-17/bb70ff2c-8f98-45ff-b23c-f68c4796ce10_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 05 0E 03 38 00 01 ,,,-1
225,2023-07-17/2dffde91-7b4c-43a2-8d97-da698e006541_f.jpg,-1,-1,1,Heavy Truck,34 16 1F A8 20 32 89 72 3A 8C 06 40 ,,,-1
226,2023-07-17/467f7dbc-d35e-44eb-8555-702737c8daf7_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 0A 15 16 78 00 01 ,,,-1
227,2023-07-17/a58d9ecd-a4af-4ad9-93b6-4f67e782d5ea_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 13 0C FF 00 01 ,,,-1
228,2023-07-17/e8b6a040-295d-4f18-b7a4-d47bb187912c_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 14 0A 0B 05 98 00 01 ,,,-1
229,2023-07-17/59d3a438-c235-4dc9-97fe-8d663d446c1d_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 89 72 25 AB 32 60 ,,,-1
230,2023-07-17/886b7241-4392-4ddd-b0f2-f8152cd3493c_f.jpg,১২২৬১৯,-1,122619,Mini Truck,34 16 1F A8 20 32 89 DA 0A 00 01 00 ,,,১২২৬১৯
231,2023-07-17/f46424d7-42b5-4d06-96f1-ef4a9ef5f345_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 14 14 0C 7A 00 01 ,,,-1
232,2023-07-17/7ea909fb-e0f4-4fcb-8ba9-41c4e021b44b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 16 05 A4 00 01 ,,,-1
233,2023-07-17/80b5e396-8663-44bb-9628-67d3cbed8ee4_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 09 0B 11 18 00 01 ,,,-1
234,2023-07-17/76559fd8-fb9a-4e95-bbad-d523d60344fd_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 13 0B 05 F1 00 01 ,,,-1
235,2023-07-17/97e77510-8584-49f6-b7b6-9bb7b5852357_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 0F 26 E9 00 01 ,,,-1
236,2023-07-17/2b95da75-8f8b-466f-8d14-674149f1c0e6_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 14 35 17 09 00 01 ,,,-1
237,2023-07-17/e9cea23b-314c-4007-ad41-74ef533cad76_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 03 1A 00 01 ,,,-1
238,2023-07-17/f8b2fd54-eb0e-4c0c-b63b-8e6e3db1ee1a_f.jpg,-1,-1,1,Mini Truck,42 52 54 41 FF 02 0A 14 26 D7 00 01 ,,,-1
239,2023-07-17/259a9e04-7a07-4f0a-900e-3f01224baf51_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 14 14 13 1B 03 00 01 ,,,-1
240,2023-07-17/68f325fb-4dc2-4e00-9364-966a3e8b9159_f.jpg,২৮-৪৪৮৬,-1,2886,Motorcycle,42 52 54 41 FF 02 0F 1C 11 86 00 01 ,,,২৮-৪৪৮৬
241,2023-07-17/8e96ccfd-9ebe-477d-a5aa-c64c8ff670a0_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0B 13 E4 00 01 ,,,-1
242,2023-07-17/37bb4b4c-12f0-4d2c-b33b-2583b1f2111c_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 10 0E 02 3B 00 01 ,,,-1
243,2023-07-17/decac53d-96f6-4c82-88c0-328ec20ff744_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0B 13 E4 00 01 ,,,-1
244,2023-07-17/2f0c5f28-3712-4be6-a80a-e9131bfa771e_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 3C 02 1C 00 01 ,,,-1
245,2023-07-17/07d47b49-9970-4e72-8622-252f591d6a62_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 30 09 0B 02 14 00 01 ,,,-1
246,2023-07-17/72a97280-de42-4d2b-8867-3339f664a11c_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 11 24 04 00 01 ,,,-1
247,2023-07-17/bc4cc7d4-21ab-4346-83aa-aaed9f1a1115_f.jpg,-1,-1,1,Others,42 52 54 41 FF 02 14 3C 0F F1 00 01 ,,,-1
248,2023-07-17/57c9d493-aa0a-4ab0-a5f4-70dabe3e8672_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 77 14 0B 20 95 00 01 ,,,-1
249,2023-07-17/92b456e8-e5b0-4e0a-a338-8bc520b5ed68_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 14 0A 0B 05 B2 00 01 ,,,-1
250,2023-07-17/7752e84e-de3d-4c07-8736-ee38ffea9fba_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 02 0A 13 16 01 00 01 ,,,-1
251,2023-07-17/8e362499-1696-4259-9bed-335f867b9db9_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 09 0D 17 F0 00 01 ,,,-1
252,2023-07-17/5bb06b4e-2741-4b57-b8ab-b6c622132a8b_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0B 22 4B 00 01 ,,,-1
253,2023-07-17/bdceb536-c3da-44c7-92d7-5e78a14ce9be_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 35 14 0C 19 FC 00 01 ,,,-1
254,2023-07-17/3f31fa7c-3787-4201-8825-892c2a3844cd_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 14 03 DD 00 01 ,,,-1
255,2023-07-17/c882ed0f-20a1-4e39-814a-7b263eca2507_f.jpg,-1,-1,1,4 Wheelers,42 52 54 41 FF 43 0A 0B 06 F6 00 01 ,,,-1
256,2023-07-17/132c4944-e436-4480-a42b-78fc423316aa_f.jpg,-1,-1,1,3/4 Wheelers Motorized,42 52 54 41 FF 37 0E 0B 00 0D 00 01 ,,,-1
257,2023-07-17/b185ea97-f1b8-4509-9342-84ad97a49679_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 30 09 0B 02 A8 00 01 ,,,-1
258,2023-07-17/21718d11-e1f9-4271-9ae6-0ee466fec26c_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 06 09 0B 01 3D 00 01 ,,,-1
259,2023-07-17/6ab3443d-d0a6-4b97-83a3-2041f49fc1b3_f.jpg,,-1,1,Microbus,42 52 54 41 FF 02 19 38 03 5A 00 01 ,,,
260,2023-07-17/b069cc15-e546-407d-a380-de9a1899a4fa_f.jpg,-1,-1,NULL,NULL,20 23 02 64 06 31 00 00 00 00 00 00 ,,,-1
261,2023-07-17/2f49a421-7ccd-4a36-98e9-6fa31ee3c8d3_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 07 49 00 01 ,,,-1
262,2023-07-17/0ff51325-9bf0-4f46-a165-d1cd3f06ac41_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 37 14 0C 06 93 00 01 ,,,-1
263,2023-07-17/8f0c242b-5fdc-408f-92bc-7bd5eccf2fae_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 05 D8 00 01 ,,,-1
264,2023-07-17/b2ce9a1a-0da8-4050-baec-7b55ac600faa_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 14 13 0D 13 43 00 01 ,,,-1
265,2023-07-17/3940cf4e-de19-41fd-981d-376869430eed_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 37 14 0C 01 99 00 01 ,,,-1
266,2023-07-17/5332900b-f513-43d3-a7c0-40f4454d068e_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 13 0D 13 0E 00 01 ,,,-1
267,2023-07-18/a8298c7a-d543-48d2-8f83-bb3738d5ef04_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 02 0C 0E 1B 08 00 01 ,,,-1
268,2023-07-18/594a06e4-e06c-4bdb-8b69-9c59ecf30b34_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 1A 0E 0A 99 00 01 ,,,-1
269,2023-07-18/6efb9b79-6ab5-4be4-9076-f51c7bda60b4_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 37 13 0B 16 5F 00 01 ,,,-1
270,2023-07-18/c9432d62-483b-428d-beb7-00b77f94785f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 06 14 0D 07 48 00 01 ,,,-1
271,2023-07-18/e5685bfc-1c39-49e6-bff3-a953d8017be6_f.jpg,৩৬-৫৩৮৪,-1,36538,Sedan Car,42 52 54 41 FF 02 0F 24 15 08 00 01 ,,,৩৬-৫৩৮৪
272,2023-07-18/3033ef66-0cd7-406f-bda0-91688694855d_f.jpg,,-1,1,4 Wheelers,42 52 54 41 FF 43 0A 0B 05 C1 00 01 ,,,
273,2023-07-18/bccbadd0-7107-477c-8297-e25d751169e5_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 38 08 62 00 01 ,,,-1
274,2023-07-18/0a2289f9-eb31-4a51-97b2-3cded3a11396_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 14 13 0D 1F 10 00 01 ,,,-1
275,2023-07-18/b0534864-1678-42e5-9ff9-0f90180d8061_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 06 0F 05 C0 00 01 ,,,-1
276,2023-07-18/350b6157-50ee-4942-9a4a-f3522929a093_f.jpg,১৬-১৬৬৫,-1,161665,Sedan Car,42 52 54 41 FF 02 0F 10 06 81 00 01 ,,,১৬-১৬৬৫
277,2023-07-18/cceb0975-0812-4dbd-9846-d1f206f110fe_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 33 01 59 00 01 ,,,-1
278,2023-07-18/e16db5fa-e74e-440a-98d1-2b0628790bc2_f.jpg,১৮-৯৭৩২,-1,189732,Microbus,42 52 54 41 FF 02 1A 12 26 04 00 01 ,,,১৮-৯৭৩২
279,2023-07-18/3cd6715b-f305-4404-b8e9-2038de3f0a60_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 19 38 14 BA 00 01 ,,,-1
280,2023-07-18/1fce46dc-aefb-4906-a42a-9524b1f0d41b_f.jpg,-1,-1,NULL,NULL,34 16 1F A8 20 32 8A A2 0B 95 95 00 ,,,-1
281,2023-07-18/50cc74a9-6ab3-4df9-bcf8-d84755332a0f_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 46 25 1F 00 01 ,,,-1
282,2023-07-18/1ced7f79-2d48-4809-a500-acb140439dc8_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 43 14 0D 04 11 00 01 ,,,-1
283,2023-07-18/68c08cce-aa90-4b2a-8d80-374ba76abd29_f.jpg,-1,-1,1,Microbus,42 52 54 41 FF 02 19 13 15 9C 00 01 ,,,-1
284,2023-07-18/c07289ee-9864-442c-9161-a250f919ef9e_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 14 13 0E 0F 86 00 01 ,,,-1
285,2023-07-18/d806d8da-8704-4663-9380-84e8e11c05db_f.jpg,-1,-1,1,Motorcycle,42 52 54 41 FF 35 14 0C 0E 5F 00 01 ,,,-1
286,2023-07-18/a9b71aa0-2f1e-42b2-9376-1306a65d2a56_f.jpg,-1,-1,1,Heavy Truck,42 52 54 41 FF 14 09 0B 16 E6 00 01 ,,,-1
287,2023-07-18/66e962ea-4b0e-4d1d-8d8d-6002da373829_f.jpg,৩৯২১,-1,3921,Sedan Car,42 52 54 41 FF 02 0F 1D 0C 31 00 01 ,,,৩৯২১
288,2023-07-18/7fe99309-d96a-42c8-86b7-6450315904a8_f.jpg,১৮-৪৮০৯,-1,18809,Microbus,42 52 54 41 FF 02 1A 12 12 C9 00 01 ,,,১৮-৪৮০৯
289,2023-07-18/bdefb065-5192-49e8-9fc0-dcb3b7a1906d_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 17 54 00 01 ,,,-1
290,2023-07-18/7e7a0e7b-9c78-4e2a-9b5a-27c1192c1c7c_f.jpg,-1,-1,NULL,NULL,42 52 54 41 FF 02 14 3B 19 98 00 01 ,,,-1
291,2023-07-18/52448cd7-46a1-4f70-aec5-8bd369674fb2_f.jpg,-1,-1,1,Medium Truck,42 52 54 41 FF 14 09 0B 0E 00 00 01 ,,,-1
292,2023-07-18/9e70eba3-f41e-44a9-bc81-266665884ad9_f.jpg,"১৯""৬১৬৯",-1,196169,Sedan Car,42 52 54 41 FF 37 14 0C 0F 97 00 01 ,,,"১৯""৬১৬৯"
293,2023-07-18/a274d48b-2578-4443-8d4e-fc98383401c0_f.jpg,১১-৫১৮২,-1,115182,Microbus,42 52 54 41 FF 02 14 2F 08 3B 00 01 ,,,১১-৫১৮২
294,2023-07-18/fe49e90f-b04f-4e3c-919e-f70d3b1f2f5d_f.jpg,,-1,1,Sedan Car,42 52 54 41 FF 02 0F 21 0C FB 00 01 ,,,
